ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	castingStat	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
	076a0ea	ea697b4d	41a35a	Lineage - Fier	Custom	2019-02-06T06:17:01Z	Druid 9	Druid	Circle of the Land	9	Observant|War Caster	60	12	12	8	14	10	18	15		Nature|Animal Handling|Perception|Survival	Handaxe	Thorn Whip (30ft)*0|Shillelagh*0|Produce Flame (30ft)*0|Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3|Divination*4|Freedom of Movement*4|Commune with Nature*5|Tree Stride*5	02 05 2019	Wis	Canada	CA		NA	NA	Tiefling	Thorn Whip*0|Shillelagh*0|Produce Flame*0|Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3|Divination*4|Freedom of Movement*4|Commune with Nature*5|Tree Stride*5	Handaxe	8-11	gallant_edison
1576319	57903a7	ea7225ef	dd0982	Goblin	Soldier	2019-01-16T20:40:14Z	Barbarian 9	Barbarian	Path of the Berserker	9		90	17	18	18	16	8	8	8		Athletics|Nature|Survival|Intimidation	Maul|Handaxe|Javelin		01 16 2019	Int	United States	US		NA	NA	Goblin		Maul|Handaxe|Javelin	8-11	relaxed_dirac
6fe9049	4c9a4d0	aa201604	88123e	Wood Elf	Barbarian Tribe Member	2019-01-11T22:41:38Z	Ranger 9	Ranger	Hunter	9	Wood Elf Magic	39	17	12	18	12	12	14	10	Neutral	Athletics|Stealth|Nature|Animal Handling|Perception|Survival	Handaxe|Handaxe|Longbow|	Resistance*0|Hail of Thorns*1|Hunter's Mark*1|Longstrider*1|Absorb Elements*1|Cordon of Arrows*2|Pass Without Trace*2|Healing Spirit*2|Wind Wall*3|Lightning Arrow*3	01 11 2019	Wis	United States	US	NN	NA	NA	Elf	Resistance*0|Hail of Thorns*1|Hunter's Mark*1|Longstrider*1|Absorb Elements*1|Cordon Of Arrows*2|Pass Without Trace*2|Healing Spirit*2|Wind Wall*3|Lightning Arrow*3	Handaxe|Longbow	8-11	determined_benz
7b1a1cc	57903a7	b1d01000	963d5d	Triton	Acolyte	2019-01-09T18:21:09Z	Cleric 9	Cleric	Trickery Domain	9		63	18	10	15	14	8	19	12		History|Religion|Insight|Persuasion	Mace	Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2|Blink*3|Dispel Magic*3|Dimension Door*4|Polymorph*4|Dominate Person*5|Modify Memory*5	01 09 2019	Wis	United States	US		NA	NA	Triton	Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2|Blink*3|Dispel Magic*3|Dimension Door*4|Polymorph*4|Dominate Person*5|Modify Memory*5	Mace	8-11	confident_golick
7b1a1cc	57903a7	0d63285c	71c629	Triton	Acolyte	2019-01-09T18:19:13Z	Sorcerer 9	Sorcerer	Sea	9		63	12	9	15	16	8	8	20		Arcana|Religion|Insight|Deception	Dagger		01 09 2019	Cha	United States	US		NA	NA	Triton		Dagger	8-11	jovial_roentgen
7b1a1cc	57903a7	019d263a	292421	Triton	Acolyte	2019-01-09T18:16:03Z	Rogue 9	Rogue	Arcane Trickster	9		72	15	9	19	16	14	9	10		Acrobatics|Stealth|Religion|Insight|Perception|Deception	Rapier|Shortbow|Dagger		01 09 2019	Int	United States	US		NA	NA	Triton		Rapier|Shortbow|Dagger	8-11	vibrant_turing
fb45646	82a92dc	01db7266	a865fd	Minotaur	Barbarian Tribe Member	2018-12-29T18:13:15Z	Paladin 9	Paladin	Oath of Devotion	9	Sentinel	115	18	20	12	18	10	14	20		Athletics|Insight|Survival|Intimidation|Persuasion	Battleaxe	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3	12 29 2018	Cha	United States	US		NA	NA	Minotaur	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3	Battleaxe	8-11	charming_ride
	bc561fc	8cc2efe2	2cf076	Triton	Noble	2018-12-18T03:17:31Z	Barbarian 9	Barbarian	Path of the Storm Herald	9	Sentinel	81	17	18	12	14	12	10	12		Athletics|History|Perception|Persuasion	Trident|Spear|Javelin	Fog Cloud*1|Gust Of Wind*2|Wall Of Water*3	12 17 2018	Con	Canada	CA		NA	NA	Triton	Fog Cloud*1|Gust of Wind*2|Wall of Water*3	Trident|Spear|Javelin	8-11	hopeful_montalcini
	bc561fc	52d9419e	1af1b2	Human	Far Traveler	2018-12-18T03:16:33Z	Fighter 9	Fighter	Champion	9	Defensive Duelist	85	18	12	20	16	10	12	9	Neutral Good	Acrobatics|Stealth|Insight|Perception|Survival	Longbow|Katana|Lance|Handaxe		12 17 2018	Int	Canada	CA	NG	NA	NA	Human		Longbow|Lance|Handaxe	8-11	gifted_montalcini
afee65f	2c3211b	034086d4	53d71c	Rock Gnome	Guild Artisan	2018-12-14T02:20:15Z	Warlock 9	Warlock	The Great Old One	9	Fade Away	75	14	10	15	16	10	10	16	lawful neutral	Arcana|History|Insight|Persuasion	Crossbow, light|Dagger	Eldritch Blast*0|Mage Hand*0|Minor Illusion *0|Vicious Mockery*0|Shocking Grasp*0|Hideous Laughter*1|Dissonant Whispers *1|Find Familiar*1|Arms Of Hadar*1|Identify*1|Phantasmal Force*2|Dispel Magic*3|Hunger Of Hadar*3	12 13 2018	Cha	United States	US	LN	NA	NA	Gnome	Eldritch Blast*0|Mage Hand*0|Minor Illusion*0|Vicious Mockery*0|Shocking Grasp*0|Dissonant Whispers*1|Find Familiar*1|Arms of Hadar*1|Identify*1|Phantasmal Force*2|Dispel Magic*3|Hunger of Hadar*3	Crossbow, Light|Dagger	8-11	peaceful_moser
	bc561fc	7a42e6d8	13b351	Protector Aasimar	Custom	2018-12-13T05:36:36Z	Rogue 9	Rogue	Scout	9		57	15	10	18	12	8	14	17		Acrobatics|Sleight of Hand|Stealth|Nature|Insight|Survival|Deception	Rapier|Shortbow|Dagger		12 12 2018	Int	Canada	CA		NA	NA	Aasimar		Rapier|Shortbow|Dagger	8-11	sweet_meitner
8362731		b291c532	481618	Human	Noble	2018-12-04T23:53:03Z	Bard 9	Bard	College of Lore	9	Resilient|Inspiring Leader	73	16	12	14	14	14	12	20	CG	Stealth|Arcana|History|Investigation|Perception|Deception|Intimidation|Performance|Persuasion	+1 Rapier|Dagger|Shillelagh|Animated Dagger X10|Lifeleech Sabre	Dancing Lights*0|Vicious Mockery*0|Friends*0|Shillelagh*0|Charm Person*1|Dissonant Whispers*1|Healing Word*1|Tasha's Hideous Laughter*1|Feather Fall*1|Protection From Evil And Good*1|Entangle*1|Faerie Fire*1|Speak With Animals*1|Shatter*2|Detect Thoughts*2|Levitate*2|Invisibility*2|Speak With Dead*3|Animate Dead*3|Counterspell*3|Fly*3|Greater Invisibility*4|Polymorph*4|Animate Objects*5|Raise Dead*5	12 04 2018	Cha	United States	US	CG	NA	NA	Human	Dancing Lights*0|Vicious Mockery*0|Friends*0|Shillelagh*0|Charm Person*1|Dissonant Whispers*1|Healing Word*1|Tasha's Hideous Laughter*1|Feather Fall*1|Protection from Evil and Good*1|Entangle*1|Faerie Fire*1|Speak with Animals*1|Shatter*2|Detect Thoughts*2|Levitate*2|Invisibility*2|Speak with Dead*3|Animate Dead*3|Counterspell*3|Fly*3|Greater Invisibility*4|Polymorph*4|Animate Objects*5|Raise Dead*5	Rapier|Dagger	8-11	recursing_agnesi
c57d449		ac6f1e3c	2755c4	Variant	Courtier	2018-10-30T15:44:31Z	Bard 9	Bard	College of Glamour	9		81	14	11	16	15	14	15	20		Stealth|Arcana|Insight|Performance|Persuasion	Rapier|Dagger		10 30 2018	Cha	United States	US		NA	NA	Half-Elf		Rapier|Dagger	8-11	zealous_pascal
	bd6f3bf	4be00ecf	d5bc2c	Human	Soldier	2018-10-19T23:38:39Z	Paladin 9	Paladin	Oath of Ancients	9	Savage Attacker	109	21	19	16	16	16	13	16		Athletics|Medicine|Intimidation	Longsword|Javelin|Crossbow, Heavy|Morning Glory	Divine Sense*0|Lay On Hands*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3	10 19 2018	Cha	Canada	CA		NA	NA	Human	Mage Hand*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3	Longsword|Javelin|Crossbow, Heavy	8-11	focused_montalcini
	8fd6cef	0acf2e73	1f8dfb	Human	Haunted One	2018-10-19T22:30:53Z	Ranger 9	Ranger	Monster Slayer	9		96	15	16	16	14	15	16	16		Athletics|Stealth|Investigation|Insight|Survival	Sickle|Quarterstaff|Longbow|Shortsword|Hand Crossbow|Battleaxe|Longsword	Protection from Evil and Good*1|Ensnaring Strike (c 1m, 1d6 per rnd, STR Save)*1|Hail Of Thorns*1|Zone of Truth*2|Spike Growth*2|Find Traps*2|Pass Without A Trace*2|Magic Circle*3	10 19 2018	Wis	Canada	CA		NA	NA	Human	Protection from Evil and Good*1|Ensnaring Strike*1|Hail of Thorns*1|Zone of Truth*2|Spike Growth*2|Find Traps*2|Pass Without Trace*2|Magic Circle*3	Sickle|Quarterstaff|Longbow|Shortsword|Battleaxe|Longsword	8-11	magical_hellman
	8ae8f2f	f265ac14	752da2	Goblin	Urchin	2018-10-17T00:50:48Z	Fighter 9	Fighter	Eldritch Knight	9	Lucky|Defensive Duelist	73	18	10	20	10	16	8	8		Athletics|Acrobatics|Sleight of Hand|Stealth	Snakes bite +1|Dagger	Minor Illusion*0|Green Flame Blade*0|Thunder Wave*1|Jump*1|Absorb Elements*1|Shield*1|Shatter*2|Mirror Image*2	10 16 2018	Int	Canada	CA		NA	NA	Goblin	Minor Illusion*0|Green-Flame Blade*0|Thunderwave*1|Jump*1|Absorb Elements*1|Shield*1|Shatter*2|Mirror Image*2	Dagger	8-11	wonderful_merkle
f4f56b6	625e963	722f3096	548da5	Human	Criminal	2018-10-05T17:53:39Z	Wizard 9	Wizard	School of Evocation	9	Spell Sniper|War Caster	38	17	13	17	11	18	10	14		Stealth|Arcana|Insight|Deception	Staff Of Power|Dagger +1	Firebolt*0|Light*0|Mage Hand*0|Blade Ward*0|Magic Missile*1|Witchbolt*1|Color Spray*1|Thunderwave*1|Acid Arrow*2|Darkness*2|Invisibility*2|Fireball*3|Slow*3|Counterspell*3|Dimension Door*4|Fire Shield*4|Wall Of Fire*4|Bigby's Hand*5	10 05 2018	Int	United States	US		NA	NA	Human	Fire Bolt*0|Light*0|Mage Hand*0|Blade Ward*0|Magic Missile*1|Witch Bolt*1|Color Spray*1|Thunderwave*1|Darkness*2|Invisibility*2|Fireball*3|Slow*3|Counterspell*3|Dimension Door*4|Fire Shield*4|Wall of Fire*4|Bigby's Hand*5	Dagger	8-11	gracious_ride
f4f56b6	625e963	f01b3d83	396601	Human	Criminal	2018-10-05T17:52:07Z	Monk 9	Monk	Way of Shadow	9	Alert|Martial Adept	57	16	16	16	13	14	16	11		Athletics|Acrobatics|Stealth|Deception	Shortsword|Dart|Unarmed strike		10 05 2018	Int	United States	US		NA	NA	Human		Shortsword|Dart|Unarmed Strike	8-11	elated_allen
	45034a8	c84a40a5	23c2f8	Fallen Aasimar	Noble	2018-09-22T00:20:39Z	Paladin 9	Paladin	Oath of Conquest	9	Sentinel	76	20	15	8	14	8	8	20		History|Religion|Intimidation|Persuasion	Flail|Javelin	Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3	09 21 2018	Cha	Canada	CA		NA	NA	Aasimar	Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3	Flail|Javelin	8-11	stupefied_montalcini
81e154f	170248d	cc395427	a6a545	Kenku	Charlatan	2018-08-30T18:37:38Z	Druid 9	Druid	Circle of the Shepherd	9	War Caster	66	15	8	14	14	9	20	8		Sleight of Hand|Stealth|Nature|Animal Handling|Deception	Longbow|Hooked Dagger		08 30 2018	Wis	Canada	CA		NA	NA	Kenku		Longbow|Dagger	8-11	nervous_galois
7f44194		45b226f8	db822a	Water Genasi	Acolyte	2018-08-12T18:25:12Z	Paladin 9	Paladin	Oath of Ancients	9		110	17	15	14	16	10	14	13		Athletics|Religion|Insight|Persuasion	Javelin	Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3	08 12 2018	Cha	United States	US		NA	NA	Genasi	Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3	Javelin	8-11	friendly_stonebraker
0d1e158		8430282e	0b47da	Tiefling	Noble	2018-08-05T00:50:06Z	Sorcerer 9	Sorcerer	Revised Favored Soul	9	Ritual Caster	47	10	8	10	12	16	13	18	Neutral Good	Arcana|History|Deception|Persuasion	Quarterstaff|Dagger	Mending*0|Spare The Dying*0|Fire Bolt*0|Guidance*0|Thaumaturgy*0|Cure Wounds*1|Disguise Self*1|Chaos Bolt*1|Identify*1|Detect Magic*1|Suggestion*2|Spiritual Weapon*2|Fireball*3|Mass Healing Word*3|Banishment*4|Vitrolic Sphere*4|Polymorph*4|Hold Monster*5	08 04 2018	Cha	United States	US	NG	NA	NA	Tiefling	Mending*0|Spare the Dying*0|Fire Bolt*0|Guidance*0|Thaumaturgy*0|Cure Wounds*1|Disguise Self*1|Chaos Bolt*1|Identify*1|Detect Magic*1|Suggestion*2|Spiritual Weapon*2|Fireball*3|Mass Healing Word*3|Banishment*4|Vitriolic Sphere*4|Polymorph*4|Hold Monster*5	Quarterstaff|Dagger	8-11	heuristic_jepsen
	edcbb78	5ef191d2	e832a4	Half-Orc	Outlander	2018-07-31T19:17:13Z	Barbarian 9	Barbarian	Path of the Totem Warrior	9	Tavern Brawler|Orcish Fury	95	15	20	15	17	10	12	17		Athletics|Nature|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		07 31 2018	Int	Canada	CA		NA	NA	Half-Orc		Greataxe|Handaxe|Javelin	8-11	relaxed_lehmann
0467dc2	6aa7aae	356170fb	5da7a8	Half-Elf	Sailor	2018-07-15T23:44:11Z	Sorcerer 9	Sorcerer	Shadow Magic	9	Spell Sniper	65	10	8	10	16	12	14	18		Athletics|Arcana|History|Religion|Perception|Persuasion	Quarterstaff|Dagger	Infestation*0|Mage Hand*0|Chill Touch*0|Fire Bolt*0|Ray Of Frost*0|Shocking Grasp*0|Chaos Bolt*1|Magic Missile*1|Chromatic Orb*1|Darkness*2|Scorching Ray*2|Shatter*2|Fireball *3|Melf's Minute Meteors*3|Storm Sphere*4|Dimension Door*4|Immolation *5	07 15 2018	Cha	Canada	CA		NA	NA	Half-Elf	Infestation*0|Mage Hand*0|Chill Touch*0|Fire Bolt*0|Ray of Frost*0|Shocking Grasp*0|Chaos Bolt*1|Magic Missile*1|Chromatic Orb*1|Darkness*2|Scorching Ray*2|Shatter*2|Fireball*3|Melf's Minute Meteors*3|Storm Sphere*4|Dimension Door*4|Immolation*5	Quarterstaff|Dagger	8-11	upbeat_keller
0467dc2	6aa7aae	8ad819fd	bc99b6	Orc	Folk Hero	2018-07-15T23:38:58Z	Cleric 9	Cleric	Death Domain	9		66	16	16	10	14	10	18	9		Religion|Animal Handling|Survival|Intimidation|Persuasion	Warhammer|Crossbow, light	Toll The Dead *0|Resistance*0|Spare The Dying *0|Thaumaturgy*0|Sacred Flame *0|False Life*1|Ray of Sickness*1|Bane*1|Bless*1|Inflict Wounds*1|Protection From Evil And Good *1|Blindness/Deafness*2|Ray of Enfeeblement*2|Gentle Repose*2|Prayer Of Healing *2|Spiritual Weapon*2|Animate Dead*3|Vampiric Touch*3|Bestow Curse *3|Life Transference*3|Blight*4|Death Ward*4|Guardian Of Faith*4|Control Water *4|Antilife Shell*5|Cloudkill*5|Contagion*5	07 15 2018	Wis	Canada	CA		NA	NA	Orc	Toll the Dead*0|Resistance*0|Spare the Dying*0|Thaumaturgy*0|Sacred Flame*0|False Life*1|Ray of Sickness*1|Bane*1|Bless*1|Inflict Wounds*1|Protection from Evil and Good*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Gentle Repose*2|Prayer of Healing*2|Spiritual Weapon*2|Animate Dead*3|Vampiric Touch*3|Bestow Curse*3|Life Transference*3|Blight*4|Death Ward*4|Guardian of Faith*4|Control Water*4|Antilife Shell*5|Cloudkill*5|Contagion*5	Warhammer|Crossbow, Light	8-11	vigorous_roentgen
	8a52a9d	8acec0a6	f779de	Lightfoot Halfling	Charlatan	2018-07-14T06:08:53Z	Rogue 9	Rogue	Thief	9	Lucky	75	14	10	16	16	8	10	16		Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		07 13 2018	Int	Canada	CA		NA	NA	Halfling		Rapier|Shortbow|Dagger	8-11	youthful_morse
	8a52a9d	f9e73728	956f97	Turtle	Soldier	2018-07-12T05:28:58Z	Fighter 9	Fighter	Samurai	9	Defensive Duelist|Great Weapon Master	85	16	18	13	16	8	11	10		Athletics|Acrobatics|Perception|Survival|Intimidation	Greatsword|Crossbow, light		07 11 2018	Int	Canada	CA		NA	NA	Turtle		Greatsword|Crossbow, Light	8-11	happy_rosalind
	8a52a9d	952a2561	797ff2	Lightfoot Halfling	Charlatan	2018-07-11T02:31:50Z	Rogue 9	Rogue	Thief	9		75	14	10	16	16	8	10	18		Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Persuasion	Shortsword|Shortbow|Dagger		07 10 2018	Int	Canada	CA		NA	NA	Halfling		Shortsword|Shortbow|Dagger	8-11	flamboyant_banzai
	8a52a9d	99c824f7	5375c3	Wood Elf	Outlander	2018-07-11T01:14:44Z	Fighter 9	Fighter	Arcane Archer	9	Sharpshooter|Elven Accuracy	85	16	8	18	16	10	13	13		Athletics|Acrobatics|Nature|Insight|Perception|Survival	Longsword|Longbow|Handaxe		07 10 2018	Int	Canada	CA		NA	NA	Elf		Longsword|Longbow|Handaxe	8-11	gallant_goodall
c269656	da11885	b0f1dbdf	1fc5f6	Wood Elf	Inheritor	2018-07-10T20:46:31Z	Druid 9	Druid	Circle of the Shepherd	9	Linguist|Elven Accuracy	60	13	12	11	16	17	20	12	Lawful Good	Arcana|Animal Handling|Medicine|Perception|Survival	Mace	Thunderclap (Trained)*0|Druidcraft*0|Gust*0|Magic Stone*0|Thunderwave*1|Healing Word*1|Cure Wounds*1|Ice Knife*1|Healing Spirit*2|Flame Blade*2|Moonbeam*2|Call Lightning*3|Conjure Animals*3|Wind Wall*3|Conjure Woodland Beings*4|Polymorph*4|Storm Sphere*4|Wrath Of Nature*5	07 10 2018	Wis	Belgium	BE	LG	NA	NA	Elf	Thunderclap*0|Druidcraft*0|Gust*0|Magic Stone*0|Thunderwave*1|Healing Word*1|Cure Wounds*1|Ice Knife*1|Healing Spirit*2|Flame Blade*2|Moonbeam*2|Call Lightning*3|Conjure Animals*3|Wind Wall*3|Conjure Woodland Beings*4|Polymorph*4|Storm Sphere*4|Wrath of Nature*5	Mace	8-11	awesome_pike
2ff8223	16ed7df	b1a62da6	ea7e21	Half-Elf	Guild Artisan	2018-07-10T18:10:18Z	Warlock 9	Warlock	The Hexblade	9	Elven Accuracy|Polearm Master	75	13	8	14	16	8	12	18		Arcana|Insight|Perception|Deception|Intimidation|Persuasion	Crossbow, light|Dagger		07 10 2018	Cha	United States	US		NA	NA	Half-Elf		Crossbow, Light|Dagger	8-11	kind_almeida
	8a52a9d	8e622a81	46811d	Mountain Dwarf	Soldier	2018-07-10T03:53:07Z	Fighter 9	Fighter	Battle Master	9		101	18	18	10	20	10	10	14		Athletics|Acrobatics|Perception|Intimidation	Longsword|Handaxe		07 09 2018	Int	Canada	CA		NA	NA	Dwarf		Longsword|Handaxe	8-11	hardcore_noether
b7f593a		d9ed7303	d9db84	Lightfoot Halfling	Far Traveler	2018-07-06T07:24:01Z	Ranger 9	Ranger	Hunter	9		95	15	13	19	15	12	10	10		Athletics|Stealth|Insight|Perception|Survival	Shortsword|Longbow		07 06 2018	Wis	Philippines	PH		NA	NA	Halfling		Shortsword|Longbow	8-11	upbeat_wu
bf715cd	14751bd	0095a19e	6d6a55	Human	Soldier	2018-06-22T04:29:40Z	Fighter 9	Fighter	Champion	9	Tough|Heavy Armor Master	103	20	19	15	16	15	10	14		Athletics|Perception|Survival|Intimidation	Longsword +1|Handaxe		06 21 2018	Int	New Zealand	NZ		NA	NA	Human		Longsword|Handaxe	8-11	cool_ganguly
49dae77		e624e122	973ebc	Earth Genasi	Knight	2018-06-18T20:19:05Z	Paladin 9	Paladin	Oath of Devotion	9	Sentinel|Mounted Combatant	121	21	13	13	18	12	11	16	Lawful Neutral	Arcana|Religion|Medicine|Persuasion	Halberd|Halberd|Handaxe|CleaverDagger|Warhammer|Shield Blade	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3	06 18 2018	Cha	United States	US	LN	NA	NA	Genasi	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3	Halberd|Handaxe|Dagger|Warhammer	8-11	magical_almeida
502709c	686eea8	1c5de01a	1510ef	Half-Orc	Sailor	2018-05-28T18:23:58Z	Barbarian 9	Barbarian	Path of the Berserker	9	Great Weapon Master	130	16	20	15	18	12	12	14	lawful - neutral	Athletics|Nature|Perception|Survival|Intimidation	Greataxe+1|Handaxe|Javelin|Greatsword		05 28 2018	Int	United States	US	LN	NA	NA	Half-Orc		Greataxe|Handaxe|Javelin|Greatsword	8-11	cocky_kare
502709c	686eea8	56f8d628	58e33d	Half-Orc	Sailor	2018-05-28T18:11:04Z	Barbarian 9	Barbarian	Path of the Berserker	9	Great Weapon Master	130	16	20	15	18	12	12	14	lawful - neutral	Athletics|Nature|Perception|Survival|Intimidation	Greataxe+1|Handaxe|Javelin|Greatsword		05 28 2018	Int	United States	US	LN	NA	NA	Half-Orc		Greataxe|Handaxe|Javelin|Greatsword	8-11	magical_franklin
f0ee604		21f6097b	0af90d	Half-Elf	Criminal	2018-05-16T10:23:29Z	Wizard 9	Wizard	War Magic	9	Resilient	61	12	8	14	14	18	12	12		Stealth|Arcana|Investigation|Perception|Deception	Quarterstaff		05 16 2018	Int	Italy	IT		NA	NA	Half-Elf		Quarterstaff	8-11	sleepy_galois
8076f66	d1aeb3b	01ced908	a94d2a	Lineage - Levi	Mercenary Veteran	2019-03-31T02:44:31Z	Fighter 8	Fighter	Battle Master	8	Resilient|Alert	79	15	14	12	14	14	10	18	Chaotic Neutral	Athletics|Persuasion	Longsword|Spear|Morningstar		03 30 2019	Int	United States	US	CN	NA	NA	Tiefling		Longsword|Spear|Morningstar	8-11	gracious_tu
1796d26	b107a60	ebbb3ad3	4f4029	Protector Aasimar	Soldier	2019-03-30T05:59:42Z	Sorcerer 8	Sorcerer	Draconic Bloodline	8		56	14	10	13	13	10	14	20		Athletics|Arcana|Religion|Intimidation	Crossbow, light|Dagger		03 29 2019	Cha	United States	US		NA	NA	Aasimar		Crossbow, Light|Dagger	8-11	nostalgic_gould
1796d26	b107a60	5775e303	bafbc3	Firbolg	Guild Artisan	2019-03-30T05:38:59Z	Monk 8	Monk	Way of the Drunken Master	8		59	18	9	18	14	8	18	12		Acrobatics|History|Insight|Performance|Persuasion	Shortsword|Dart|Unarmed strike		03 29 2019	Int	United States	US		NA	NA	Firbolg		Shortsword|Dart|Unarmed Strike	8-11	dazzling_almeida
b3b2f10	02554ba	876f58ff	006d2d	Human	Custom	2019-03-26T18:55:12Z	Bard 8	Bard	College of Lore	8		61	19	19	18	13	15	15	29	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Medicine|Deception|Intimidation|Performance|Persuasion	Spear|Dagger	Prestidigitation*0|Minor Illusion*0|Viscious Mockery*0|Charm Person*1|Cure Wounds*1|Heroism*1|Enthrall*2|Silence*2|Prayer Of Healing*2|Tongues*3|Nondetection*3|Lightning Bolt*3|Confusion*4|Greater Invisibility*4|Polymorph*4	03 26 2019	Cha	United States	US	CN	NA	NA	Human	Prestidigitation*0|Minor Illusion*0|Vicious Mockery*0|Charm Person*1|Cure Wounds*1|Heroism*1|Enthrall*2|Silence*2|Prayer of Healing*2|Tongues*3|Nondetection*3|Lightning Bolt*3|Confusion*4|Greater Invisibility*4|Polymorph*4	Spear|Dagger	8-11	kind_ride
	b1a0d1f	88e75b62	252f60	Hill Dwarf	Sage	2019-03-23T00:29:45Z	Druid 8	Druid	Circle of the Moon	8		104	19	13	14	20	12	20	16		Arcana|History|Nature|Survival	Scimitar|Quarterstaff|Battleaxe|Sickle|Longsword|Shortsword		03 22 2019	Wis	Canada	CA		NA	NA	Dwarf		Scimitar|Quarterstaff|Battleaxe|Sickle|Longsword|Shortsword	8-11	boring_goodall
2ab8c7d	96de423	630f9de4	f6ddc7	Lineage - Zari	Guild Artisan	2019-03-14T03:57:16Z	Cleric 8	Cleric	War Domain	8	Alert	59	18	19	10	14	10	17	10		History|Religion|Insight|Persuasion	Warhammer|Crossbow, light	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Freedom of Movement*4|Stoneskin*4	03 13 2019	Wis	United States	US		NA	NA	Tiefling	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardians*3|Freedom of Movement*4|Stoneskin*4	Warhammer|Crossbow, Light	8-11	vigilant_chatelet
2ab8c7d	96de423	4585fca5	3d66d7	Tiefling	Guild Artisan	2019-03-14T03:56:21Z	Cleric 8	Cleric	War Domain	8	Alert	59	18	19	10	14	12	16	10		History|Religion|Insight|Persuasion	Warhammer|Crossbow, light	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Freedom of Movement*4|Stoneskin*4	03 13 2019	Wis	United States	US		NA	NA	Tiefling	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardians*3|Freedom of Movement*4|Stoneskin*4	Warhammer|Crossbow, Light	8-11	keen_carson
eb0cb1b	289b0e0	005b78f7	b984ca	Stout Halfling	Urchin	2019-03-08T02:51:03Z	Monk 8	Monk	Way of the Open Hand	8	Lucky	83	20	12	21	20	17	20	15	Chaotic Good	Sleight of Hand|Stealth|Religion|Insight	Shortsword|Dart|Unarmed strike		03 07 2019	Int	United States	US	CG	NA	NA	Halfling		Shortsword|Dart|Unarmed Strike	8-11	elegant_hugle
81b14dd		3db14824	2c4ac1	Human	Acolyte	2019-02-23T05:45:59Z	Paladin 8	Paladin	Oath of Devotion	8	Polearm Master|Sentinel	60	15	18	9	12	10	12	15		Athletics|Religion|Insight|Medicine|Survival	Glaive|Javelin	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	02 22 2019	Cha	United States	US		NA	NA	Human	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Glaive|Javelin	8-11	youthful_cannon
	cc14f7a	580c631f	bde029	Dragonborn	Sage	2019-02-23T01:19:13Z	Cleric 8	Cleric	Nature Domain	8	Savage Attacker	78	18	18	12	16	12	18	12		Arcana|History|Insight|Survival|Persuasion	Mace|Javelin	Plant Growth*3|Wind Wall*3|Dominate Beast*4|Grasping Vine*4	02 22 2019	Wis	Canada	CA		NA	NA	Dragonborn	Plant Growth*3|Wind Wall*3|Dominate Beast*4|Grasping Vine*4	Mace|Javelin	8-11	happy_darwin
