race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,day,castingStat,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias,difficulty,classType,keyStats,primaryClass,primaryDifficulty,primaryClassType,primaryKeyStats
Ghastly Halfling,Acolyte,2018-12-30T01:58:37Z,['Cleric 6'],['Cleric'],['Order Domain'],6,[nan],45,18,8,17,15,8,18,8,,"['History', 'Religion', 'Insight', 'Medicine', 'Persuasion']","Mace|Crossbow, light",Command*1|Heroism*1|Hold Person*2|Zone of Truth*2|Mass Healing Word*3|Slow*3,12 29 2018,Wis,Canada,CA,,,,Halfling,"{'1': ['Command', 'Heroism'], '2': ['Hold Person', 'Zone of Truth'], '3': ['Mass Healing Word', 'Slow']}","['Mace', 'Crossbow, Light']",4-7,quizzical_pare,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Goliath,Soldier,2018-12-30T01:58:08Z,['Fighter 6'],['Fighter'],['Champion'],6,[nan],58,16,20,16,16,8,8,8,,"['Athletics', 'Perception', 'Survival', 'Intimidation']","Crossbow, light|Greatsword",,12 29 2018,Int,Canada,CA,,,,Goliath,,"['Crossbow, Light', 'Greatsword']",4-7,magical_wu,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Tabaxi,Far Traveler,2018-12-30T01:57:41Z,['Monk 6'],['Monk'],['Way of the Open Hand'],6,[nan],45,17,9,18,14,8,16,10,,"['Acrobatics', 'Stealth', 'Religion', 'Insight', 'Perception']",Shortsword|Dart|Unarmed strike,,12 29 2018,Int,Canada,CA,,,,Tabaxi,,"['Shortsword', 'Dart', 'Unarmed Strike']",4-7,lucid_sutherland,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Wood Elf,Hermit,2018-12-30T01:56:38Z,['Druid 6'],['Druid'],['Circle of the Land'],6,[nan],42,16,8,17,14,10,18,8,,"['Nature', 'Animal Handling', 'Medicine', 'Perception', 'Survival']",Scimitar,Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3,12 29 2018,Wis,Canada,CA,,,,Elf,"{'2': ['Barkskin', 'Spider Climb'], '3': ['Call Lightning', 'Plant Growth']}",['Scimitar'],4-7,peaceful_allen,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Half Elf,Entertainer,2018-12-30T01:56:19Z,['Bard 6'],['Bard'],['College of Lore'],6,[nan],39,14,8,16,12,10,14,18,,"['Acrobatics', 'Stealth', 'Arcana', 'History', 'Investigation', 'Perception', 'Deception', 'Performance', 'Persuasion']",Rapier|Dagger,,12 29 2018,Cha,Canada,CA,,,,Half-Elf,,"['Rapier', 'Dagger']",4-7,mystifying_rubin,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Dragonborn,Noble,2018-12-30T01:56:10Z,['Paladin 6'],['Paladin'],['Oath of Vengeance'],6,['Heavy Armor Master'],52,16,18,10,14,8,8,16,,"['Athletics', 'History', 'Intimidation', 'Persuasion']",Javelin,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2,12 29 2018,Cha,Canada,CA,,,,Dragonborn,"{'1': ['Bane', ""Hunter's Mark""], '2': ['Hold Person', 'Misty Step']}",['Javelin'],4-7,trusting_nash,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Human,Outlander,2018-12-30T01:55:03Z,['Ranger 6'],['Ranger'],['Gloom Stalker'],6,['Sharpshooter'],52,16,10,18,14,8,16,8,,"['Athletics', 'Stealth', 'Animal Handling', 'Perception', 'Survival']",Shortsword|Longbow,Disguise Self*1|Rope Trick*2,12 29 2018,Wis,Canada,CA,,,,Human,"{'1': ['Disguise Self'], '2': ['Rope Trick']}","['Shortsword', 'Longbow']",4-7,boring_blackburn,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Tiefling,Sage,2018-12-30T01:54:51Z,['Sorcerer 6'],['Sorcerer'],['Wild Magic'],6,[nan],33,13,9,16,13,10,10,18,,"['Arcana', 'History', 'Religion', 'Insight']","Crossbow, light|Dagger",,12 29 2018,Cha,Canada,CA,,,,Tiefling,,"['Crossbow, Light', 'Dagger']",4-7,unruffled_nobel,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Mountain Dwarf,Folk Hero,2018-12-30T01:47:27Z,['Barbarian 6'],['Barbarian'],['Path of the Berserker'],6,[nan],70,16,18,15,18,8,8,8,,"['Athletics', 'Animal Handling', 'Survival', 'Intimidation']",Greataxe|Handaxe|Javelin,,12 29 2018,Int,Canada,CA,,,,Dwarf,,"['Greataxe', 'Handaxe', 'Javelin']",4-7,romantic_kepler,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Mountain Dwarf,Entertainer,2018-12-30T00:41:59Z,['Sorcerer 6'],['Sorcerer'],['Wild Magic'],6,[nan],44,12,12,14,16,8,12,16,,"['Acrobatics', 'Arcana', 'Performance', 'Persuasion']","Crossbow, light|Dagger",,12 29 2018,Cha,Netherlands,NL,,,,Dwarf,,"['Crossbow, Light', 'Dagger']",4-7,wonderful_dijkstra,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Mountain Dwarf,Entertainer,2018-12-30T00:40:44Z,['Bard 6'],['Bard'],['College of Valor'],6,[nan],45,13,12,14,14,8,14,16,,"['Acrobatics', 'Deception', 'Intimidation', 'Performance', 'Persuasion']",Rapier|Dagger,,12 29 2018,Cha,Netherlands,NL,,,,Dwarf,,"['Rapier', 'Dagger']",4-7,youthful_lumiere,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Mountain Dwarf,Entertainer,2018-12-30T00:39:05Z,['Barbarian 6'],['Barbarian'],['Path of the Berserker'],6,[nan],65,15,18,14,16,8,10,12,,"['Athletics', 'Acrobatics', 'Intimidation', 'Performance']",Greataxe|Handaxe|Javelin,,12 29 2018,Int,Netherlands,NL,,,,Dwarf,,"['Greataxe', 'Handaxe', 'Javelin']",4-7,heuristic_shannon,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Half Elf,Outlander,2018-12-28T19:50:48Z,['Sorcerer 6'],['Sorcerer'],['Wild Magic'],6,[nan],34,12,10,10,12,15,15,16,Chaotic good,"['Athletics', 'Religion', 'Insight', 'Survival', 'Deception', 'Persuasion']","Crossbow, light",Fire bolt*0|Shocking Grasp*0|Mage Hand*0|Mend*0|Ray Of Frost*0|Web (Once A Day)*0|Witch Bolt*1|Sleep*1|Chromatic Orb*1|Blindness/Deafness*2|Mirror Image*2|Haste*3|Fireball*3,12 28 2018,Cha,Canada,CA,CG,,,Half-Elf,"{'0': ['Fire Bolt', 'Shocking Grasp', 'Mage Hand', 'Mending', 'Ray of Frost'], '1': ['Witch Bolt', 'Sleep', 'Chromatic Orb'], '2': ['Blindness/Deafness', 'Mirror Image'], '3': ['Haste', 'Fireball']}","['Crossbow, Light']",4-7,amazing_booth,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Dragonborn,Acolyte,2018-12-19T03:51:44Z,['Paladin 6'],['Paladin'],['Oath of Redemption'],6,['Sentinel'],58,17,14,8,16,10,10,17,,"['Athletics', 'Religion', 'Insight', 'Medicine']",Glaive|Handaxe,Rebuke The Violent*0|Emissary Of Peace*0|Cure Wounds*1|Shield Of Faith*1|Sanctuary*1|Thunderous Smite*1|Sleep*1|Command*1|Protection From Evil And Good*1|Bless*1|Calm Emotions*2|Hold Person*2|Aid*2|Branding Smite*2|Find Steed*2|Lesser Restoration*2|Zone Of Truth*2,12 18 2018,Cha,Canada,CA,,,,Dragonborn,"{'1': ['Cure Wounds', 'Shield of Faith', 'Sanctuary', 'Thunderous Smite', 'Sleep', 'Command', 'Protection from Evil and Good', 'Bless'], '2': ['Calm Emotions', 'Hold Person', 'Aid', 'Branding Smite', 'Find Steed', 'Lesser Restoration', 'Zone of Truth']}","['Glaive', 'Handaxe']",4-7,fervent_meninsky,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Shadow Elf,Acolyte,2018-12-15T08:13:49Z,['Paladin 6'],['Paladin'],['Oath of Death'],6,[nan],78,19,20,15,16,14,14,18,Lawful Good,"['Athletics', 'Religion', 'Insight', 'Perception', 'Intimidation']",Longsword|Javelin,Cure Wounds*1|Inflict Wounds*1|Lesser Restoration*2|Warding Bond*2,12 15 2018,Cha,United States,US,LG,,,Elf,"{'1': ['Cure Wounds', 'Inflict Wounds'], '2': ['Lesser Restoration', 'Warding Bond']}","['Longsword', 'Javelin']",4-7,laughing_cartwright,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Goblin,Barbarian Tribe Member,2018-12-15T08:00:26Z,['Fighter 6'],['Fighter'],['Eldritch Knight'],6,"['War Caster', 'Medium Armor Master']",84,20,15,20,19,13,14,14,Chaotic Evil,"['Athletics', 'Acrobatics', 'Perception', 'Survival']","Whip|Crossbow, light",,12 15 2018,Int,United States,US,CE,,,Goblin,,"['Whip', 'Crossbow, Light']",4-7,elegant_shockley,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Tiefling,Noble,2018-12-15T00:52:40Z,['Sorcerer 6'],['Sorcerer'],['Draconic Bloodline'],6,['War Caster'],54,19,13,18,15,15,14,20,,"['Arcana', 'History', 'Intimidation', 'Persuasion']",Quarterstaff|Dagger,,12 14 2018,Cha,United States,US,,,,Tiefling,,"['Quarterstaff', 'Dagger']",4-7,practical_mcclintock,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Serpentblood,Urban Bounty Hunter,2018-12-15T00:51:59Z,['Rogue 6'],['Rogue'],['Assassin'],6,['Magic Initiate'],60,15,13,18,15,15,14,20,,"['Sleight of Hand', 'Stealth', 'Investigation', 'Perception', 'Deception', 'Intimidation']",Shortsword|Shortsword|Dagger,Poison Spray*0,12 14 2018,Int,United States,US,,,,Yaun-Ti,{'0': ['Poison Spray']},"['Shortsword', 'Dagger']",4-7,clever_montalcini,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Protector Aasimar,Acolyte,2018-12-15T00:49:01Z,['Cleric 6'],['Cleric'],['Life Domain'],6,['Observant'],72,18,18,14,18,13,17,16,,"['History', 'Religion', 'Insight', 'Medicine']","Mace|Crossbow, light",Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3,12 14 2018,Wis,United States,US,,,,Aasimar,"{'1': ['Bless', 'Cure Wounds'], '2': ['Lesser Restoration', 'Spiritual Weapon'], '3': ['Beacon of Hope', 'Revivify']}","['Mace', 'Crossbow, Light']",4-7,admiring_ellis,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Tabaxi,Outlander,2018-12-14T00:35:15Z,['Ranger 6'],['Ranger'],['Hunter'],6,[nan],46,18,12,19,13,10,14,10,Chaotic Neutral,"['Athletics', 'Stealth', 'Investigation', 'Nature', 'Animal Handling', 'Perception', 'Survival']",Shortsword|Longbow +1|Shortsword|Longsword +1 V,Cure Wounds*1|Hunter's Mark*1|Speak With Animals*1|Clear Conscience*1|Pass Without Trace*2,12 13 2018,Wis,United States,US,CN,,,Tabaxi,"{'1': ['Cure Wounds', ""Hunter's Mark"", 'Speak with Animals'], '2': ['Pass Without Trace']}","['Shortsword', 'Longbow', 'Longsword']",4-7,lucid_goldstine,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Half Elf,Soldier,2018-12-11T21:37:31Z,['Ranger 6'],['Ranger'],['Hunter'],6,[nan],52,16,8,18,14,10,16,7,LN,"['Athletics', 'Stealth', 'Investigation', 'Insight', 'Perception', 'Survival', 'Intimidation']",Shortsword X2+?1|Longbow X2+?1|Shortsword Bonus Action|Hunter’s Mark,Hunter's Mark*1|Zephyr Strike*1|Hail Of Thorns*1|Spike Growth*2,12 11 2018,Wis,United States,US,LN,,,Half-Elf,"{'1': [""Hunter's Mark"", 'Zephyr Strike', 'Hail of Thorns'], '2': ['Spike Growth']}","['Shortsword', 'Longbow']",4-7,epic_mcclintock,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Half Orc,Entertainer,2018-12-10T21:13:10Z,['Bard 6'],['Bard'],['College of Glamour'],6,['War Caster'],45,12,10,14,14,10,12,15,Chaotic Good,"['Acrobatics', 'Stealth', 'Deception', 'Intimidation', 'Performance', 'Persuasion']",Rapier|Dagger,Vicious Mockery*0|Minor Illusion*0|Message*0|Disguise Self*1|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Phantasmal Force*2|Lesser Restoration*2|Blindness/Deafness*2|Major Image*3|Bestow Curse*3,12 10 2018,Cha,Canada,CA,CG,,,Half-Orc,"{'0': ['Vicious Mockery', 'Minor Illusion', 'Message'], '1': ['Disguise Self', 'Dissonant Whispers', 'Faerie Fire', 'Healing Word'], '2': ['Phantasmal Force', 'Lesser Restoration', 'Blindness/Deafness'], '3': ['Major Image', 'Bestow Curse']}","['Rapier', 'Dagger']",4-7,objective_tereshkova,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Orc,Guild Artisan,2018-12-09T17:41:15Z,['Fighter 6'],['Fighter'],['Champion'],6,[nan],46,12,20,14,12,11,8,12,,"['History', 'Insight', 'Perception', 'Intimidation', 'Persuasion']",Battleaxe|Glaive|Handaxe,,12 09 2018,Int,Canada,CA,,,,Orc,,"['Battleaxe', 'Glaive', 'Handaxe']",4-7,nifty_goldstine,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Wood Elf,Guild Artisan,2018-11-20T00:39:18Z,['Druid 6'],['Druid'],['Circle of the Moon'],6,[nan],-5,17,8,16,15,8,18,10,,"['Nature', 'Animal Handling', 'Insight', 'Perception', 'Persuasion']",Silvered Scimitar,Druidcraft*0|Poison Spray*0|Cure Wounds*1|Thunderwave*1|Entangle*1|Detect Magic*1|Heat Metal*2|Moonbeam*2|Hold Person*2|Call Lightning*3|Dispel Magic*3|Wind Wall*3,11 19 2018,Wis,United States,US,,,,Elf,"{'0': ['Druidcraft', 'Poison Spray'], '1': ['Cure Wounds', 'Thunderwave', 'Entangle', 'Detect Magic'], '2': ['Heat Metal', 'Moonbeam', 'Hold Person'], '3': ['Call Lightning', 'Dispel Magic', 'Wind Wall']}",['Scimitar'],4-7,hungry_merkle,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Forest Gnome,Sage,2018-11-14T09:34:52Z,['Wizard 6'],['Wizard'],['School of Evocation'],6,['Magic Initiate'],32,15,8,14,13,18,14,9,,"['Arcana', 'History', 'Investigation', 'Insight']",Dagger,Firebolt*0|Frostbite*0|Mage Hand*0|Message*0|Minor Illusion (Race)*0|Guidance (MI)[D]*0|Mold Earth (MI)[D]*0|Faerie Fire (MI)[D] 1/day*1|Mage Armour*1|Shield*1|Magic Missile*1|Alarm*1|Detect Magic*1|Identify*1|Find Familiar*1|Comprehend Languages*1|Scorching Ray*2|Maximilian Earth Grasp*2|Invisibility*2|Misty Step*2|Fireball*3|Haste*3|Counterspell*3|Leomund's Tiny Hut*3,11 14 2018,Int,Singapore,SG,,,,Gnome,"{'0': ['Fire Bolt', 'Frostbite', 'Mage Hand', 'Message', 'Minor Illusion', 'Guidance', 'Mold Earth'], '1': ['Faerie Fire', 'Mage Armor', 'Shield', 'Magic Missile', 'Alarm', 'Detect Magic', 'Identify', 'Find Familiar', 'Comprehend Languages'], '2': ['Scorching Ray', ""Maximilian's Earthen Grasp"", 'Invisibility', 'Misty Step'], '3': ['Fireball', 'Haste', 'Counterspell', ""Leomund's Tiny Hut""]}",['Dagger'],4-7,confident_leakey,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Kor,Folk Hero,2018-11-13T20:57:23Z,['Fighter 6'],['Fighter'],['Champion'],6,"['Crossbow Expert', 'Lucky']",52,16,10,18,14,8,14,12,Chaotic Neutral,"['Athletics', 'Acrobatics', 'Animal Handling', 'Perception', 'Survival', 'Intimidation']","Longbow|Crossbow, light|Pepperbox|Scattergun|Crossbow, hand",,11 13 2018,Int,United States,US,CN,,,,,"['Longbow', 'Crossbow, Light', 'Crossbow, hand']",4-7,recursing_mendel,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Firbolg,Haunted One,2018-11-04T13:15:30Z,['Fighter 6'],['Fighter'],['Purple Dragon Knight'],6,['Heavy Armor Master'],52,16,19,12,14,8,12,13,,"['Investigation', 'Animal Handling', 'Survival', 'Intimidation']","Greatsword|Glaive|Crossbow, light",,11 04 2018,Int,Germany,DE,,,,Firbolg,,"['Greatsword', 'Glaive', 'Crossbow, Light']",4-7,hopeful_gould,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Rock Gnome,Folk Hero,2018-11-04T09:05:27Z,['Barbarian 6'],['Barbarian'],['Path of the Totem Warrior'],6,[nan],78,15,16,12,18,10,9,10,,"['Athletics', 'Animal Handling', 'Perception', 'Survival']",War pick|Shortbow|Sun Blade,,11 04 2018,Int,Canada,CA,,,,Gnome,,"['War pick', 'Shortbow']",4-7,charming_greider,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Half Orc,Haunted One,2018-11-02T01:21:46Z,['Barbarian 6'],['Barbarian'],['Path of the Totem Warrior'],6,['Great Weapon Master'],70,15,17,14,16,8,8,10,CG,"['Athletics', 'Insight', 'Perception', 'Survival', 'Intimidation']",The Render|Hand of the Sparrow,,11 01 2018,Int,United States,US,CG,,,Half-Orc,,[nan],4-7,sleepy_turing,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Triton,Noble,2018-10-27T04:44:29Z,['Paladin 6'],['Paladin'],['Oath of Ancients'],6,[nan],52,18,18,11,14,11,11,15,,"['Athletics', 'History', 'Intimidation', 'Persuasion']",Trident|Javelin,Ensnaring Strike (Oath)*1|Speak with Animals (Oath)*1|Shield Of Faith*1|Thunderous Smite*1|Bless*1|Moonbeam(Oath)*2|Misty Step(Oath)*2|Find Steed*2|Aid*2,10 26 2018,Cha,India,IN,,,,Triton,"{'1': ['Ensnaring Strike', 'Speak with Animals', 'Shield of Faith', 'Thunderous Smite', 'Bless'], '2': ['Moonbeam', 'Misty Step', 'Find Steed', 'Aid']}","['Trident', 'Javelin']",4-7,jovial_hodgkin,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Forest Gnome,Sage,2018-10-18T14:54:16Z,['Wizard 6'],['Wizard'],['School of Evocation'],6,[nan],32,12,8,14,13,20,12,12,CN,"['Arcana', 'History', 'Investigation', 'Insight']",Dagger,Control Flames*0|Firebolt*0|Mage Hand*0|Minor Illusion (Race)*0|Frostbite*0|Shield*1|Mage Armor*1|Feather Fall*1|Magic Missile*1|Identify*1|Find Familiar*1|Detect Magic*1|Alarm*1|Scorching Ray*2|Invisibility*2|Misty Step*2| Shatter*2|Firebolt*3|Lightning Bolt*3|Counterspell*3|Leomund's Tiny Hut*3,10 18 2018,Int,Singapore,SG,CN,,,Gnome,"{'0': ['Control Flames', 'Fire Bolt', 'Mage Hand', 'Minor Illusion', 'Frostbite'], '1': ['Shield', 'Mage Armor', 'Feather Fall', 'Magic Missile', 'Identify', 'Find Familiar', 'Detect Magic', 'Alarm'], '2': ['Scorching Ray', 'Invisibility', 'Misty Step', 'Shatter'], '3': ['Lightning Bolt', 'Counterspell', ""Leomund's Tiny Hut""]}",['Dagger'],4-7,distracted_galileo,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Aasimar,Folk Hero,2018-10-15T02:45:46Z,['Paladin 6'],['Paladin'],['Oath of Devotion'],6,[nan],40,19,16,12,10,14,14,12,Lawful Good,"['Athletics', 'Animal Handling', 'Survival', 'Intimidation']",Battleaxe|Javelin,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,10 14 2018,Cha,United States,US,LG,,,Aasimar,"{'1': ['Protection from Evil and Good', 'Sanctuary'], '2': ['Lesser Restoration', 'Zone of Truth']}","['Battleaxe', 'Javelin']",4-7,festive_gauss,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Dragonborn,Noble,2018-10-12T02:33:32Z,['Paladin 6'],['Paladin'],['Oath of Devotion'],6,['Shield Master'],66,18,16,10,12,9,12,16,,"['History', 'Religion', 'Insight', 'Persuasion']",Longsword|Javelin,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,10 11 2018,Cha,United States,US,,,,Dragonborn,"{'1': ['Protection from Evil and Good', 'Sanctuary'], '2': ['Lesser Restoration', 'Zone of Truth']}","['Longsword', 'Javelin']",4-7,amazing_bose,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Half Elf,Custom,2018-10-06T16:14:06Z,['Fighter 6'],['Fighter'],['Arcane Archer'],6,"['Sharpshooter', 'Resilient']",58,17,19,16,16,10,14,12,Chaotic Neutral ,"['Athletics', 'Stealth', 'Arcana', 'Medicine', 'Perception', 'Survival', 'Intimidation']",Longbow|Whip|Dagger|Battleaxe,,10 06 2018,Int,United States,US,CN,,,Half-Elf,,"['Longbow', 'Whip', 'Dagger', 'Battleaxe']",4-7,friendly_greider,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Human,Outlander,2018-10-05T16:50:16Z,['Ranger 6'],['Ranger'],['Hunter'],6,['Sharpshooter'],52,17,10,18,14,12,14,8,NG,"['Athletics', 'Stealth', 'Nature', 'Perception', 'Survival']",Longbow +1|Shortsword,Hunter's Mark*1|Cure Wounds*1|Speak with Animals*1|Darkvision*2,10 05 2018,Wis,Brazil,BR,NG,,,Human,"{'1': [""Hunter's Mark"", 'Cure Wounds', 'Speak with Animals'], '2': ['Darkvision']}","['Longbow', 'Shortsword']",4-7,keen_dubinsky,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Human,Faction Agent,2018-10-05T16:49:59Z,['Monk 6'],['Monk'],['Way of Shadow'],6,['Mobile'],45,19,10,18,14,8,16,8,LN,"['Athletics', 'Acrobatics', 'Stealth', 'Insight', 'Perception']",Unarmed strike|Shortsword,,10 05 2018,Int,Brazil,BR,LN,,,Human,,"['Unarmed Strike', 'Shortsword']",4-7,pedantic_brattain,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Human,Faction Agent,2018-10-05T16:49:27Z,['Wizard 6'],['Wizard'],['School of Illusion'],6,['Spell Sniper'],26,13,10,16,11,18,10,10,LN,"['Stealth', 'Arcana', 'History', 'Insight', 'Perception']",Dagger,Minor Illusion*0|Dancing Light*0|Ray of Frost*0|Message*0|Comprehend Languages*1|Detect Magic*1|Mage Armor*1|Colour Spray*1|Chromatic Orb*1|Shield*1|Invisibility*2|Blur*2|Levitate*2|Misty Step*2|Hypnotic Pattern*3|Fireball*3|Haste*3|Slow*3,10 05 2018,Int,Brazil,BR,LN,,,Human,"{'0': ['Minor Illusion', 'Dancing Lights', 'Ray of Frost', 'Message'], '1': ['Comprehend Languages', 'Detect Magic', 'Mage Armor', 'Color Spray', 'Chromatic Orb', 'Shield'], '2': ['Invisibility', 'Blur', 'Levitate', 'Misty Step'], '3': ['Hypnotic Pattern', 'Fireball', 'Haste', 'Slow']}",['Dagger'],4-7,friendly_ellis,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Half Elf,Charlatan,2018-10-05T16:47:51Z,['Bard 6'],['Bard'],['College of Valor'],6,[nan],33,17,8,18,10,14,12,16,CN,"['Sleight of Hand', 'Stealth', 'Insight', 'Perception', 'Deception', 'Performance', 'Persuasion']",Rapier|Dagger|Longbow +1,Mage Hand*0|Vicious Mockery*0|Mending*0|Faerie Fire*1|Feather Fall*1|Healing Word*1|Tasha's Hideous Laughter*1|Bane*1|Blindness/Deafness*2|Suggestion*2|Dispel Magic*3|Tongues*3,10 05 2018,Cha,Brazil,BR,CN,,,Elf,"{'0': ['Mage Hand', 'Vicious Mockery', 'Mending'], '1': ['Faerie Fire', 'Feather Fall', 'Healing Word', ""Tasha's Hideous Laughter"", 'Bane'], '2': ['Blindness/Deafness', 'Suggestion'], '3': ['Dispel Magic', 'Tongues']}","['Rapier', 'Dagger', 'Longbow']",4-7,elastic_shirley,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Half Elf,Faction Agent,2018-10-05T16:47:00Z,['Rogue 6'],['Rogue'],['Scout'],6,[nan],45,17,8,18,14,13,12,14,N,"['Acrobatics', 'Stealth', 'Investigation', 'Nature', 'Insight', 'Perception', 'Survival', 'Deception']",Rapier +1|Shortbow|Dagger,,10 05 2018,Int,Brazil,BR,NN,,,Elf,,"['Rapier', 'Shortbow', 'Dagger']",4-7,jolly_snyder,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Half Orc,Urchin,2018-10-05T16:45:38Z,['Barbarian 6'],['Barbarian'],['Path of the Berserker'],6,[nan],59,17,18,14,14,8,12,12,CG,"['Athletics', 'Sleight of Hand', 'Stealth', 'Perception', 'Intimidation']",Greatsword +1|Javelin,,10 05 2018,Int,Brazil,BR,CG,,,Half-Orc,,"['Greatsword', 'Javelin']",4-7,adoring_bhaskara,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Human,City Watch,2018-10-05T16:45:02Z,['Fighter 6'],['Fighter'],['Arcane Archer'],6,['Alert'],52,18,10,20,14,14,12,8,LN,"['Athletics', 'Acrobatics', 'Stealth', 'Arcana', 'Insight', 'Perception']",Longbow +1|Rapier|Shortsword,Prestidigitation*0,10 05 2018,Int,Brazil,BR,LN,,,Human,{'0': ['Prestidigitation']},"['Longbow', 'Rapier', 'Shortsword']",4-7,tender_greider,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Tiefling,Noble,2018-10-04T23:30:27Z,['Bard 6'],['Bard'],['College of Glamour'],6,[nan],39,14,15,16,13,13,10,10,,"['Athletics', 'Acrobatics', 'Stealth', 'History', 'Persuasion']",Rapier|Dagger,,10 04 2018,Cha,United States,US,,,,Tiefling,,"['Rapier', 'Dagger']",4-7,laughing_mclaren,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Geth Yan,Faction Agent,2018-10-04T03:55:50Z,['Rogue 6'],['Rogue'],['Thief'],6,[nan],57,16,10,20,18,16,8,12,N,"['Athletics', 'Acrobatics', 'Sleight of Hand', 'Stealth', 'Investigation', 'Insight', 'Perception']",Shortsword|Shortsword|Dagger,Mage Hand*0|Jump*1|Misty Step*2,10 03 2018,Int,United States,US,NN,,,Gith,"{'0': ['Mage Hand'], '1': ['Jump'], '2': ['Misty Step']}","['Shortsword', 'Dagger']",4-7,suspicious_cocks,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
